* Octave data file for xspice model d_source created by CACE
* Format is time value followed by digital state.
2.10449e-07 1s 0s 1s 1s 1s 1s 0s 0s
2.10937e-07 1s 0s 1s 1s 1s 1s 0s 0s
2.11426e-07 1s 0s 1s 1s 1s 0s 1s 1s
2.11914e-07 1s 0s 1s 1s 1s 0s 1s 0s
2.12402e-07 1s 0s 1s 1s 1s 0s 1s 0s
2.12891e-07 1s 0s 1s 1s 1s 0s 0s 1s
2.13379e-07 1s 0s 1s 1s 1s 0s 0s 0s
2.13867e-07 1s 0s 1s 1s 0s 1s 1s 1s
2.14355e-07 1s 0s 1s 1s 0s 1s 1s 1s
2.14844e-07 1s 0s 1s 1s 0s 1s 1s 0s
2.15332e-07 1s 0s 1s 1s 0s 1s 0s 1s
2.1582e-07 1s 0s 1s 1s 0s 1s 0s 1s
2.16309e-07 1s 0s 1s 1s 0s 1s 0s 0s
2.16797e-07 1s 0s 1s 1s 0s 0s 1s 1s
2.17285e-07 1s 0s 1s 1s 0s 0s 1s 0s
2.17773e-07 1s 0s 1s 1s 0s 0s 1s 0s
2.18262e-07 1s 0s 1s 1s 0s 0s 0s 1s
2.1875e-07 1s 0s 1s 1s 0s 0s 0s 0s
2.19238e-07 1s 0s 1s 1s 0s 0s 0s 0s
2.19727e-07 1s 0s 1s 0s 1s 1s 1s 1s
2.20215e-07 1s 0s 1s 0s 1s 1s 1s 0s
2.20703e-07 1s 0s 1s 0s 1s 1s 0s 1s
2.21191e-07 1s 0s 1s 0s 1s 1s 0s 1s
2.2168e-07 1s 0s 1s 0s 1s 1s 0s 0s
2.22168e-07 1s 0s 1s 0s 1s 0s 1s 1s
2.22656e-07 1s 0s 1s 0s 1s 0s 1s 0s
2.23145e-07 1s 0s 1s 0s 1s 0s 1s 0s
2.23633e-07 1s 0s 1s 0s 1s 0s 0s 1s
2.24121e-07 1s 0s 1s 0s 1s 0s 0s 0s
2.24609e-07 1s 0s 1s 0s 0s 1s 1s 1s
2.25098e-07 1s 0s 1s 0s 0s 1s 1s 1s
2.25586e-07 1s 0s 1s 0s 0s 1s 1s 0s
2.26074e-07 1s 0s 1s 0s 0s 1s 0s 1s
2.26563e-07 1s 0s 1s 0s 0s 1s 0s 1s
2.27051e-07 1s 0s 1s 0s 0s 1s 0s 0s
2.27539e-07 1s 0s 1s 0s 0s 0s 1s 1s
2.28027e-07 1s 0s 1s 0s 0s 0s 1s 0s
2.28516e-07 1s 0s 1s 0s 0s 0s 1s 0s
2.29004e-07 1s 0s 1s 0s 0s 0s 0s 1s
2.29492e-07 1s 0s 1s 0s 0s 0s 0s 0s
2.2998e-07 1s 0s 0s 1s 1s 1s 1s 1s
2.30469e-07 1s 0s 0s 1s 1s 1s 1s 0s
2.30957e-07 1s 0s 0s 1s 1s 1s 1s 0s
2.31445e-07 1s 0s 0s 1s 1s 1s 0s 1s
2.31934e-07 1s 0s 0s 1s 1s 1s 0s 0s
2.32422e-07 1s 0s 0s 1s 1s 0s 1s 1s
2.3291e-07 1s 0s 0s 1s 1s 0s 1s 1s
2.33398e-07 1s 0s 0s 1s 1s 0s 1s 0s
2.33887e-07 1s 0s 0s 1s 1s 0s 0s 1s
2.34375e-07 1s 0s 0s 1s 1s 0s 0s 0s
2.34863e-07 1s 0s 0s 1s 1s 0s 0s 0s
2.35352e-07 1s 0s 0s 1s 0s 1s 1s 1s
2.3584e-07 1s 0s 0s 1s 0s 1s 1s 0s
2.36328e-07 1s 0s 0s 1s 0s 1s 0s 1s
2.36816e-07 1s 0s 0s 1s 0s 1s 0s 1s
2.37305e-07 1s 0s 0s 1s 0s 1s 0s 0s
2.37793e-07 1s 0s 0s 1s 0s 0s 1s 1s
2.38281e-07 1s 0s 0s 1s 0s 0s 1s 0s
2.3877e-07 1s 0s 0s 1s 0s 0s 0s 1s
2.39258e-07 1s 0s 0s 1s 0s 0s 0s 1s
2.39746e-07 1s 0s 0s 1s 0s 0s 0s 0s
2.40234e-07 1s 0s 0s 0s 1s 1s 1s 1s
2.40723e-07 1s 0s 0s 0s 1s 1s 1s 0s
2.41211e-07 1s 0s 0s 0s 1s 1s 1s 0s
2.41699e-07 1s 0s 0s 0s 1s 1s 0s 1s
2.42188e-07 1s 0s 0s 0s 1s 1s 0s 0s
2.42676e-07 1s 0s 0s 0s 1s 0s 1s 1s
2.43164e-07 1s 0s 0s 0s 1s 0s 1s 0s
2.43652e-07 1s 0s 0s 0s 1s 0s 1s 0s
2.44141e-07 1s 0s 0s 0s 1s 0s 0s 1s
2.44629e-07 1s 0s 0s 0s 1s 0s 0s 0s
2.45117e-07 1s 0s 0s 0s 0s 1s 1s 1s
2.45605e-07 1s 0s 0s 0s 0s 1s 1s 1s
2.46094e-07 1s 0s 0s 0s 0s 1s 1s 0s
2.46582e-07 1s 0s 0s 0s 0s 1s 0s 1s
2.4707e-07 1s 0s 0s 0s 0s 1s 0s 0s
2.47559e-07 1s 0s 0s 0s 0s 0s 1s 1s
2.48047e-07 1s 0s 0s 0s 0s 0s 1s 1s
2.48535e-07 1s 0s 0s 0s 0s 0s 1s 0s
2.49023e-07 1s 0s 0s 0s 0s 0s 0s 1s
2.49512e-07 1s 0s 0s 0s 0s 0s 0s 0s
2.5e-07 1s 0s 0s 0s 0s 0s 0s 0s
2.50488e-07 0s 1s 1s 1s 1s 1s 1s 1s
2.50977e-07 0s 1s 1s 1s 1s 1s 1s 0s
2.51465e-07 0s 1s 1s 1s 1s 1s 0s 1s
2.51953e-07 0s 1s 1s 1s 1s 1s 0s 0s
2.52441e-07 0s 1s 1s 1s 1s 1s 0s 0s
2.5293e-07 0s 1s 1s 1s 1s 0s 1s 1s
2.53418e-07 0s 1s 1s 1s 1s 0s 1s 0s
2.53906e-07 0s 1s 1s 1s 1s 0s 0s 1s
2.54395e-07 0s 1s 1s 1s 1s 0s 0s 0s
2.54883e-07 0s 1s 1s 1s 1s 0s 0s 0s
2.55371e-07 0s 1s 1s 1s 0s 1s 1s 1s
2.55859e-07 0s 1s 1s 1s 0s 1s 1s 0s
2.56348e-07 0s 1s 1s 1s 0s 1s 0s 1s
2.56836e-07 0s 1s 1s 1s 0s 1s 0s 1s
2.57324e-07 0s 1s 1s 1s 0s 1s 0s 0s
2.57812e-07 0s 1s 1s 1s 0s 0s 1s 1s
2.58301e-07 0s 1s 1s 1s 0s 0s 1s 0s
2.58789e-07 0s 1s 1s 1s 0s 0s 0s 1s
2.59277e-07 0s 1s 1s 1s 0s 0s 0s 1s
2.59766e-07 0s 1s 1s 1s 0s 0s 0s 0s
2.60254e-07 0s 1s 1s 0s 1s 1s 1s 1s
2.60742e-07 0s 1s 1s 0s 1s 1s 1s 0s
2.6123e-07 0s 1s 1s 0s 1s 1s 1s 0s
2.61719e-07 0s 1s 1s 0s 1s 1s 0s 1s
2.62207e-07 0s 1s 1s 0s 1s 1s 0s 0s
2.62695e-07 0s 1s 1s 0s 1s 0s 1s 1s
2.63184e-07 0s 1s 1s 0s 1s 0s 1s 0s
2.63672e-07 0s 1s 1s 0s 1s 0s 1s 0s
2.6416e-07 0s 1s 1s 0s 1s 0s 0s 1s
2.64648e-07 0s 1s 1s 0s 1s 0s 0s 0s
2.65137e-07 0s 1s 1s 0s 0s 1s 1s 1s
2.65625e-07 0s 1s 1s 0s 0s 1s 1s 1s
2.66113e-07 0s 1s 1s 0s 0s 1s 1s 0s
2.66602e-07 0s 1s 1s 0s 0s 1s 0s 1s
2.6709e-07 0s 1s 1s 0s 0s 1s 0s 0s
2.67578e-07 0s 1s 1s 0s 0s 1s 0s 0s
2.68066e-07 0s 1s 1s 0s 0s 0s 1s 1s
2.68555e-07 0s 1s 1s 0s 0s 0s 1s 0s
2.69043e-07 0s 1s 1s 0s 0s 0s 0s 1s
2.69531e-07 0s 1s 1s 0s 0s 0s 0s 1s
2.7002e-07 0s 1s 1s 0s 0s 0s 0s 0s
2.70508e-07 0s 1s 0s 1s 1s 1s 1s 1s
2.70996e-07 0s 1s 0s 1s 1s 1s 1s 0s
2.71484e-07 0s 1s 0s 1s 1s 1s 0s 1s
2.71973e-07 0s 1s 0s 1s 1s 1s 0s 1s
2.72461e-07 0s 1s 0s 1s 1s 1s 0s 0s
2.72949e-07 0s 1s 0s 1s 1s 0s 1s 1s
2.73437e-07 0s 1s 0s 1s 1s 0s 1s 0s
2.73926e-07 0s 1s 0s 1s 1s 0s 1s 0s
2.74414e-07 0s 1s 0s 1s 1s 0s 0s 1s
2.74902e-07 0s 1s 0s 1s 1s 0s 0s 0s
2.75391e-07 0s 1s 0s 1s 1s 0s 0s 0s
2.75879e-07 0s 1s 0s 1s 0s 1s 1s 1s
2.76367e-07 0s 1s 0s 1s 0s 1s 1s 0s
2.76855e-07 0s 1s 0s 1s 0s 1s 0s 1s
2.77344e-07 0s 1s 0s 1s 0s 1s 0s 1s
2.77832e-07 0s 1s 0s 1s 0s 1s 0s 0s
2.7832e-07 0s 1s 0s 1s 0s 0s 1s 1s
2.78809e-07 0s 1s 0s 1s 0s 0s 1s 0s
2.79297e-07 0s 1s 0s 1s 0s 0s 1s 0s
2.79785e-07 0s 1s 0s 1s 0s 0s 0s 1s
2.80273e-07 0s 1s 0s 1s 0s 0s 0s 0s
2.80762e-07 0s 1s 0s 0s 1s 1s 1s 1s
2.8125e-07 0s 1s 0s 0s 1s 1s 1s 1s
2.81738e-07 0s 1s 0s 0s 1s 1s 1s 0s
2.82227e-07 0s 1s 0s 0s 1s 1s 0s 1s
2.82715e-07 0s 1s 0s 0s 1s 1s 0s 1s
2.83203e-07 0s 1s 0s 0s 1s 1s 0s 0s
2.83691e-07 0s 1s 0s 0s 1s 0s 1s 1s
2.8418e-07 0s 1s 0s 0s 1s 0s 1s 0s
2.84668e-07 0s 1s 0s 0s 1s 0s 1s 0s
2.85156e-07 0s 1s 0s 0s 1s 0s 0s 1s
2.85645e-07 0s 1s 0s 0s 1s 0s 0s 0s
2.86133e-07 0s 1s 0s 0s 1s 0s 0s 0s
2.86621e-07 0s 1s 0s 0s 0s 1s 1s 1s
2.87109e-07 0s 1s 0s 0s 0s 1s 1s 0s
2.87598e-07 0s 1s 0s 0s 0s 1s 0s 1s
2.88086e-07 0s 1s 0s 0s 0s 1s 0s 1s
2.88574e-07 0s 1s 0s 0s 0s 1s 0s 0s
2.89062e-07 0s 1s 0s 0s 0s 0s 1s 1s
2.89551e-07 0s 1s 0s 0s 0s 0s 1s 1s
2.90039e-07 0s 1s 0s 0s 0s 0s 1s 0s
2.90527e-07 0s 1s 0s 0s 0s 0s 0s 1s
2.91016e-07 0s 1s 0s 0s 0s 0s 0s 1s
2.91504e-07 0s 1s 0s 0s 0s 0s 0s 0s
2.91992e-07 0s 0s 1s 1s 1s 1s 1s 1s
2.9248e-07 0s 0s 1s 1s 1s 1s 1s 1s
2.92969e-07 0s 0s 1s 1s 1s 1s 1s 0s
2.93457e-07 0s 0s 1s 1s 1s 1s 0s 1s
2.93945e-07 0s 0s 1s 1s 1s 1s 0s 1s
2.94434e-07 0s 0s 1s 1s 1s 1s 0s 0s
2.94922e-07 0s 0s 1s 1s 1s 0s 1s 1s
2.9541e-07 0s 0s 1s 1s 1s 0s 1s 1s
2.95898e-07 0s 0s 1s 1s 1s 0s 1s 0s
2.96387e-07 0s 0s 1s 1s 1s 0s 0s 1s
2.96875e-07 0s 0s 1s 1s 1s 0s 0s 1s
2.97363e-07 0s 0s 1s 1s 1s 0s 0s 0s
2.97852e-07 0s 0s 1s 1s 0s 1s 1s 1s
2.9834e-07 0s 0s 1s 1s 0s 1s 1s 1s
2.98828e-07 0s 0s 1s 1s 0s 1s 1s 0s
2.99316e-07 0s 0s 1s 1s 0s 1s 0s 1s
2.99805e-07 0s 0s 1s 1s 0s 1s 0s 1s
3.00293e-07 0s 0s 1s 1s 0s 1s 0s 0s
3.00781e-07 0s 0s 1s 1s 0s 1s 0s 0s
3.0127e-07 0s 0s 1s 1s 0s 0s 1s 1s
3.01758e-07 0s 0s 1s 1s 0s 0s 1s 0s
3.02246e-07 0s 0s 1s 1s 0s 0s 1s 0s
3.02734e-07 0s 0s 1s 1s 0s 0s 0s 1s
3.03223e-07 0s 0s 1s 1s 0s 0s 0s 0s
3.03711e-07 0s 0s 1s 1s 0s 0s 0s 0s
3.04199e-07 0s 0s 1s 0s 1s 1s 1s 1s
3.04687e-07 0s 0s 1s 0s 1s 1s 1s 1s
3.05176e-07 0s 0s 1s 0s 1s 1s 1s 0s
3.05664e-07 0s 0s 1s 0s 1s 1s 0s 1s
3.06152e-07 0s 0s 1s 0s 1s 1s 0s 1s
3.06641e-07 0s 0s 1s 0s 1s 1s 0s 0s
3.07129e-07 0s 0s 1s 0s 1s 1s 0s 0s
3.07617e-07 0s 0s 1s 0s 1s 0s 1s 1s
3.08105e-07 0s 0s 1s 0s 1s 0s 1s 0s
3.08594e-07 0s 0s 1s 0s 1s 0s 1s 0s
3.09082e-07 0s 0s 1s 0s 1s 0s 0s 1s
3.0957e-07 0s 0s 1s 0s 1s 0s 0s 1s
3.10059e-07 0s 0s 1s 0s 1s 0s 0s 0s
3.10547e-07 0s 0s 1s 0s 1s 0s 0s 0s
3.11035e-07 0s 0s 1s 0s 0s 1s 1s 1s
3.11523e-07 0s 0s 1s 0s 0s 1s 1s 0s
3.12012e-07 0s 0s 1s 0s 0s 1s 1s 0s
3.125e-07 0s 0s 1s 0s 0s 1s 0s 1s
3.12988e-07 0s 0s 1s 0s 0s 1s 0s 1s
3.13477e-07 0s 0s 1s 0s 0s 1s 0s 0s
3.13965e-07 0s 0s 1s 0s 0s 1s 0s 0s
3.14453e-07 0s 0s 1s 0s 0s 0s 1s 1s
3.14941e-07 0s 0s 1s 0s 0s 0s 1s 1s
3.1543e-07 0s 0s 1s 0s 0s 0s 1s 0s
3.15918e-07 0s 0s 1s 0s 0s 0s 1s 0s
3.16406e-07 0s 0s 1s 0s 0s 0s 0s 1s
3.16895e-07 0s 0s 1s 0s 0s 0s 0s 1s
3.17383e-07 0s 0s 1s 0s 0s 0s 0s 0s
3.17871e-07 0s 0s 0s 1s 1s 1s 1s 1s
3.18359e-07 0s 0s 0s 1s 1s 1s 1s 1s
3.18848e-07 0s 0s 0s 1s 1s 1s 1s 0s
3.19336e-07 0s 0s 0s 1s 1s 1s 1s 0s
3.19824e-07 0s 0s 0s 1s 1s 1s 0s 1s
3.20313e-07 0s 0s 0s 1s 1s 1s 0s 1s
3.20801e-07 0s 0s 0s 1s 1s 1s 0s 0s
3.21289e-07 0s 0s 0s 1s 1s 1s 0s 0s
3.21777e-07 0s 0s 0s 1s 1s 0s 1s 1s
3.22266e-07 0s 0s 0s 1s 1s 0s 1s 1s
3.22754e-07 0s 0s 0s 1s 1s 0s 1s 1s
3.23242e-07 0s 0s 0s 1s 1s 0s 1s 0s
3.2373e-07 0s 0s 0s 1s 1s 0s 1s 0s
3.24219e-07 0s 0s 0s 1s 1s 0s 0s 1s
3.24707e-07 0s 0s 0s 1s 1s 0s 0s 1s
3.25195e-07 0s 0s 0s 1s 1s 0s 0s 0s
3.25684e-07 0s 0s 0s 1s 1s 0s 0s 0s
3.26172e-07 0s 0s 0s 1s 0s 1s 1s 1s
3.2666e-07 0s 0s 0s 1s 0s 1s 1s 1s
3.27148e-07 0s 0s 0s 1s 0s 1s 1s 0s
3.27637e-07 0s 0s 0s 1s 0s 1s 1s 0s
3.28125e-07 0s 0s 0s 1s 0s 1s 0s 1s
3.28613e-07 0s 0s 0s 1s 0s 1s 0s 1s
3.29102e-07 0s 0s 0s 1s 0s 1s 0s 1s
3.2959e-07 0s 0s 0s 1s 0s 1s 0s 0s
3.30078e-07 0s 0s 0s 1s 0s 1s 0s 0s
3.30566e-07 0s 0s 0s 1s 0s 0s 1s 1s
3.31055e-07 0s 0s 0s 1s 0s 0s 1s 1s
3.31543e-07 0s 0s 0s 1s 0s 0s 1s 1s
3.32031e-07 0s 0s 0s 1s 0s 0s 1s 0s
3.3252e-07 0s 0s 0s 1s 0s 0s 1s 0s
3.33008e-07 0s 0s 0s 1s 0s 0s 0s 1s
3.33496e-07 0s 0s 0s 1s 0s 0s 0s 1s
3.33984e-07 0s 0s 0s 1s 0s 0s 0s 1s
3.34473e-07 0s 0s 0s 1s 0s 0s 0s 0s
3.34961e-07 0s 0s 0s 1s 0s 0s 0s 0s
3.35449e-07 0s 0s 0s 0s 1s 1s 1s 1s
3.35937e-07 0s 0s 0s 0s 1s 1s 1s 1s
3.36426e-07 0s 0s 0s 0s 1s 1s 1s 1s
3.36914e-07 0s 0s 0s 0s 1s 1s 1s 0s
3.37402e-07 0s 0s 0s 0s 1s 1s 1s 0s
3.37891e-07 0s 0s 0s 0s 1s 1s 1s 0s
3.38379e-07 0s 0s 0s 0s 1s 1s 0s 1s
3.38867e-07 0s 0s 0s 0s 1s 1s 0s 1s
3.39355e-07 0s 0s 0s 0s 1s 1s 0s 1s
3.39844e-07 0s 0s 0s 0s 1s 1s 0s 0s
3.40332e-07 0s 0s 0s 0s 1s 1s 0s 0s
3.4082e-07 0s 0s 0s 0s 1s 1s 0s 0s
3.41309e-07 0s 0s 0s 0s 1s 0s 1s 1s
3.41797e-07 0s 0s 0s 0s 1s 0s 1s 1s
3.42285e-07 0s 0s 0s 0s 1s 0s 1s 1s
3.42773e-07 0s 0s 0s 0s 1s 0s 1s 0s
3.43262e-07 0s 0s 0s 0s 1s 0s 1s 0s
3.4375e-07 0s 0s 0s 0s 1s 0s 1s 0s
3.44238e-07 0s 0s 0s 0s 1s 0s 0s 1s
3.44727e-07 0s 0s 0s 0s 1s 0s 0s 1s
3.45215e-07 0s 0s 0s 0s 1s 0s 0s 1s
3.45703e-07 0s 0s 0s 0s 1s 0s 0s 1s
3.46191e-07 0s 0s 0s 0s 1s 0s 0s 0s
3.4668e-07 0s 0s 0s 0s 1s 0s 0s 0s
3.47168e-07 0s 0s 0s 0s 1s 0s 0s 0s
3.47656e-07 0s 0s 0s 0s 0s 1s 1s 1s
3.48145e-07 0s 0s 0s 0s 0s 1s 1s 1s
3.48633e-07 0s 0s 0s 0s 0s 1s 1s 1s
3.49121e-07 0s 0s 0s 0s 0s 1s 1s 1s
3.49609e-07 0s 0s 0s 0s 0s 1s 1s 0s
3.50098e-07 0s 0s 0s 0s 0s 1s 1s 0s
3.50586e-07 0s 0s 0s 0s 0s 1s 1s 0s
3.51074e-07 0s 0s 0s 0s 0s 1s 1s 0s
3.51562e-07 0s 0s 0s 0s 0s 1s 0s 1s
3.52051e-07 0s 0s 0s 0s 0s 1s 0s 1s
3.52539e-07 0s 0s 0s 0s 0s 1s 0s 1s
3.53027e-07 0s 0s 0s 0s 0s 1s 0s 1s
3.53516e-07 0s 0s 0s 0s 0s 1s 0s 1s
3.54004e-07 0s 0s 0s 0s 0s 1s 0s 0s
3.54492e-07 0s 0s 0s 0s 0s 1s 0s 0s
3.5498e-07 0s 0s 0s 0s 0s 1s 0s 0s
3.55469e-07 0s 0s 0s 0s 0s 1s 0s 0s
3.55957e-07 0s 0s 0s 0s 0s 1s 0s 0s
3.56445e-07 0s 0s 0s 0s 0s 0s 1s 1s
3.56934e-07 0s 0s 0s 0s 0s 0s 1s 1s
3.57422e-07 0s 0s 0s 0s 0s 0s 1s 1s
3.5791e-07 0s 0s 0s 0s 0s 0s 1s 1s
3.58398e-07 0s 0s 0s 0s 0s 0s 1s 1s
3.58887e-07 0s 0s 0s 0s 0s 0s 1s 1s
3.59375e-07 0s 0s 0s 0s 0s 0s 1s 0s
3.59863e-07 0s 0s 0s 0s 0s 0s 1s 0s
3.60352e-07 0s 0s 0s 0s 0s 0s 1s 0s
3.6084e-07 0s 0s 0s 0s 0s 0s 1s 0s
3.61328e-07 0s 0s 0s 0s 0s 0s 1s 0s
3.61816e-07 0s 0s 0s 0s 0s 0s 1s 0s
3.62305e-07 0s 0s 0s 0s 0s 0s 1s 0s
3.62793e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.63281e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.6377e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.64258e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.64746e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.65234e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.65723e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.66211e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.66699e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.67187e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.67676e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.68164e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.68652e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.69141e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.69629e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.70117e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.70605e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.71094e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.71582e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.7207e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.72559e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.73047e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.73535e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.74023e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.74512e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.75e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.75488e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.75977e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.76465e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.76953e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.77441e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.7793e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.78418e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.78906e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.79395e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.79883e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.80371e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.80859e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.81348e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.81836e-07 0s 0s 0s 0s 0s 0s 0s 0s
3.82324e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.82812e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.83301e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.83789e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.84277e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.84766e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.85254e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.85742e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.8623e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.86719e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.87207e-07 0s 0s 0s 0s 0s 0s 0s 1s
3.87695e-07 0s 0s 0s 0s 0s 0s 1s 0s
3.88184e-07 0s 0s 0s 0s 0s 0s 1s 0s
3.88672e-07 0s 0s 0s 0s 0s 0s 1s 0s
3.8916e-07 0s 0s 0s 0s 0s 0s 1s 0s
3.89648e-07 0s 0s 0s 0s 0s 0s 1s 0s
3.90137e-07 0s 0s 0s 0s 0s 0s 1s 0s
3.90625e-07 0s 0s 0s 0s 0s 0s 1s 0s
3.91113e-07 0s 0s 0s 0s 0s 0s 1s 1s
3.91602e-07 0s 0s 0s 0s 0s 0s 1s 1s
3.9209e-07 0s 0s 0s 0s 0s 0s 1s 1s
3.92578e-07 0s 0s 0s 0s 0s 0s 1s 1s
3.93066e-07 0s 0s 0s 0s 0s 0s 1s 1s
3.93555e-07 0s 0s 0s 0s 0s 0s 1s 1s
3.94043e-07 0s 0s 0s 0s 0s 1s 0s 0s
3.94531e-07 0s 0s 0s 0s 0s 1s 0s 0s
3.9502e-07 0s 0s 0s 0s 0s 1s 0s 0s
3.95508e-07 0s 0s 0s 0s 0s 1s 0s 0s
3.95996e-07 0s 0s 0s 0s 0s 1s 0s 0s
3.96484e-07 0s 0s 0s 0s 0s 1s 0s 1s
3.96973e-07 0s 0s 0s 0s 0s 1s 0s 1s
3.97461e-07 0s 0s 0s 0s 0s 1s 0s 1s
3.97949e-07 0s 0s 0s 0s 0s 1s 0s 1s
3.98437e-07 0s 0s 0s 0s 0s 1s 0s 1s
3.98926e-07 0s 0s 0s 0s 0s 1s 1s 0s
3.99414e-07 0s 0s 0s 0s 0s 1s 1s 0s
3.99902e-07 0s 0s 0s 0s 0s 1s 1s 0s
4.00391e-07 0s 0s 0s 0s 0s 1s 1s 0s
4.00879e-07 0s 0s 0s 0s 0s 1s 1s 1s
4.01367e-07 0s 0s 0s 0s 0s 1s 1s 1s
4.01855e-07 0s 0s 0s 0s 0s 1s 1s 1s
4.02344e-07 0s 0s 0s 0s 0s 1s 1s 1s
4.02832e-07 0s 0s 0s 0s 1s 0s 0s 0s
4.0332e-07 0s 0s 0s 0s 1s 0s 0s 0s
4.03809e-07 0s 0s 0s 0s 1s 0s 0s 0s
4.04297e-07 0s 0s 0s 0s 1s 0s 0s 1s
4.04785e-07 0s 0s 0s 0s 1s 0s 0s 1s
4.05273e-07 0s 0s 0s 0s 1s 0s 0s 1s
4.05762e-07 0s 0s 0s 0s 1s 0s 0s 1s
4.0625e-07 0s 0s 0s 0s 1s 0s 1s 0s
4.06738e-07 0s 0s 0s 0s 1s 0s 1s 0s
4.07227e-07 0s 0s 0s 0s 1s 0s 1s 0s
4.07715e-07 0s 0s 0s 0s 1s 0s 1s 1s
4.08203e-07 0s 0s 0s 0s 1s 0s 1s 1s
4.08691e-07 0s 0s 0s 0s 1s 0s 1s 1s
4.0918e-07 0s 0s 0s 0s 1s 1s 0s 0s
4.09668e-07 0s 0s 0s 0s 1s 1s 0s 0s
4.10156e-07 0s 0s 0s 0s 1s 1s 0s 0s
4.10645e-07 0s 0s 0s 0s 1s 1s 0s 1s
4.11133e-07 0s 0s 0s 0s 1s 1s 0s 1s
4.11621e-07 0s 0s 0s 0s 1s 1s 0s 1s
4.12109e-07 0s 0s 0s 0s 1s 1s 1s 0s
4.12598e-07 0s 0s 0s 0s 1s 1s 1s 0s
4.13086e-07 0s 0s 0s 0s 1s 1s 1s 0s
4.13574e-07 0s 0s 0s 0s 1s 1s 1s 1s
4.14063e-07 0s 0s 0s 0s 1s 1s 1s 1s
4.14551e-07 0s 0s 0s 0s 1s 1s 1s 1s
4.15039e-07 0s 0s 0s 1s 0s 0s 0s 0s
4.15527e-07 0s 0s 0s 1s 0s 0s 0s 0s
4.16016e-07 0s 0s 0s 1s 0s 0s 0s 1s
4.16504e-07 0s 0s 0s 1s 0s 0s 0s 1s
4.16992e-07 0s 0s 0s 1s 0s 0s 0s 1s
4.1748e-07 0s 0s 0s 1s 0s 0s 1s 0s
4.17969e-07 0s 0s 0s 1s 0s 0s 1s 0s
4.18457e-07 0s 0s 0s 1s 0s 0s 1s 1s
4.18945e-07 0s 0s 0s 1s 0s 0s 1s 1s
4.19434e-07 0s 0s 0s 1s 0s 0s 1s 1s
4.19922e-07 0s 0s 0s 1s 0s 1s 0s 0s
4.2041e-07 0s 0s 0s 1s 0s 1s 0s 0s
4.20898e-07 0s 0s 0s 1s 0s 1s 0s 1s
4.21387e-07 0s 0s 0s 1s 0s 1s 0s 1s
4.21875e-07 0s 0s 0s 1s 0s 1s 0s 1s
4.22363e-07 0s 0s 0s 1s 0s 1s 1s 0s
4.22852e-07 0s 0s 0s 1s 0s 1s 1s 0s
